section-id,file-id,url,heading,Codes with >= 2 votes
40,3,"https://github.com/microlv/prerender","###### Ruby","6"
41,3,"https://github.com/microlv/prerender","###### Apache","6"
42,3,"https://github.com/microlv/prerender","###### Nginx","6"
43,3,"https://github.com/microlv/prerender","#### Community middleware","6"
44,3,"https://github.com/microlv/prerender","###### PHP","6"
45,3,"https://github.com/microlv/prerender","###### Java","6"
46,3,"https://github.com/microlv/prerender","###### Grails","6"
47,3,"https://github.com/microlv/prerender","###### Nginx","6"
48,3,"https://github.com/microlv/prerender","###### Apache","6"
49,3,"https://github.com/microlv/prerender","## How it works","13"
50,3,"https://github.com/microlv/prerender","## Running locally","3"
51,3,"https://github.com/microlv/prerender","## Deploying your own on heroku","3"
52,3,"https://github.com/microlv/prerender","#Customization","3"
53,3,"https://github.com/microlv/prerender","## Plugins","3"
54,3,"https://github.com/microlv/prerender","####`init()`","3"
55,3,"https://github.com/microlv/prerender","####`beforePhantomRequest(req, res, next)`","3"
56,3,"https://github.com/microlv/prerender","####`onPhantomPageCreate(phantom, req, res, next)`","3"
57,3,"https://github.com/microlv/prerender","####`afterPhantomRequest(req, res, next)`","3"
58,3,"https://github.com/microlv/prerender","####`beforeSend(req, res, next)`","3"
59,3,"https://github.com/microlv/prerender","## Available plugins","3"
60,3,"https://github.com/microlv/prerender","### basicAuth","3"
61,3,"https://github.com/microlv/prerender","### removeScriptTags","3"
62,3,"https://github.com/microlv/prerender","### httpHeaders","3"
63,3,"https://github.com/microlv/prerender","### whitelist","3"
64,3,"https://github.com/microlv/prerender","### blacklist","3"
65,3,"https://github.com/microlv/prerender","### <a id='s3-html-cache'></a>","3"
66,3,"https://github.com/microlv/prerender","### s3HtmlCache","3"
67,3,"https://github.com/microlv/prerender","#### Region support","3"
68,3,"https://github.com/microlv/prerender","### inMemoryHtmlCache","3"
69,3,"https://github.com/microlv/prerender","### logger","3"
70,3,"https://github.com/microlv/prerender","### mongodbCache","3"
71,3,"https://github.com/microlv/prerender","### memjsCache","3"
72,3,"https://github.com/microlv/prerender","## License","5"
73,4,"https://github.com/565407548/vlayout","# vlayout","12"
74,4,"https://github.com/565407548/vlayout","## Design","12"
75,4,"https://github.com/565407548/vlayout","## Main Feature","1"
76,4,"https://github.com/565407548/vlayout","## Usage","3"
77,4,"https://github.com/565407548/vlayout","### Import Library","3"
78,4,"https://github.com/565407548/vlayout","### Initialize LayoutManager","3"
79,4,"https://github.com/565407548/vlayout","### Initialize recycled pool's size","3"
80,4,"https://github.com/565407548/vlayout","### Set Adapters","3"
81,4,"https://github.com/565407548/vlayout","# Demo","3"
82,4,"https://github.com/565407548/vlayout","# Layout Attributes","6"
83,4,"https://github.com/565407548/vlayout","# Contributing","7"
84,4,"https://github.com/565407548/vlayout","# LICENSE","5"
85,5,"https://github.com/shrah/corert","# .NET Core Runtime (CoreRT)","1"
86,5,"https://github.com/shrah/corert","## How to Engage, Contribute and Provide Feedback","67"
87,5,"https://github.com/shrah/corert","### Reporting security issues and security bugs","67"
88,5,"https://github.com/shrah/corert","## License","5"
89,5,"https://github.com/shrah/corert","## .NET Foundation","156"
90,5,"https://github.com/shrah/corert","## Related Projects","6"
91,6,"https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000","# Hello World","1"
92,6,"https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000","## Overview","1"
93,6,"https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000","## Objectives","1"
94,6,"https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000","## Instructions","3"
95,6,"https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000","### Creating a File","3"
96,6,"https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000","### Writing Code","3"
97,6,"https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000","### Executing Your File","3"
98,6,"https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000","### Running Learn","3"
99,6,"https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000","### Submitting Your Lab","3"
100,6,"https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000","### Hello World History","8"
101,7,"https://github.com/gevans/chef-xdebug","# Description","1"
102,7,"https://github.com/gevans/chef-xdebug","# Requirements","3"
103,7,"https://github.com/gevans/chef-xdebug","## Cookbooks:","3"
104,7,"https://github.com/gevans/chef-xdebug","# Attributes","3"
105,7,"https://github.com/gevans/chef-xdebug","# Usage","3"
106,7,"https://github.com/gevans/chef-xdebug","# TODO","4"
107,7,"https://github.com/gevans/chef-xdebug","# ISSUES","3"
108,7,"https://github.com/gevans/chef-xdebug","## Development","3"
109,7,"https://github.com/gevans/chef-xdebug","# LICENSE & AUTHOR:","5"
110,8,"https://github.com/h3biomed/lastpass-cli","# LastPass CLI","1"
111,8,"https://github.com/h3biomed/lastpass-cli","#### (c) 2014 LastPass.","5"
112,8,"https://github.com/h3biomed/lastpass-cli","## Operating System Support","3"
113,8,"https://github.com/h3biomed/lastpass-cli","## Dependencies","3"
114,8,"https://github.com/h3biomed/lastpass-cli","### Installing on Linux","3"
115,8,"https://github.com/h3biomed/lastpass-cli","#### Redhat/Centos","3"
116,8,"https://github.com/h3biomed/lastpass-cli","##### Debian/Ubuntu","3"
117,8,"https://github.com/h3biomed/lastpass-cli","#### Gentoo","3"
118,8,"https://github.com/h3biomed/lastpass-cli","##### Other Linux Distros","3"
119,8,"https://github.com/h3biomed/lastpass-cli","### Installing on OS X","3"
120,8,"https://github.com/h3biomed/lastpass-cli","### Installing on FreeBSD","3"
121,8,"https://github.com/h3biomed/lastpass-cli","## Building","3"
122,8,"https://github.com/h3biomed/lastpass-cli","## Installing","3"
123,8,"https://github.com/h3biomed/lastpass-cli","## Running","3"
124,8,"https://github.com/h3biomed/lastpass-cli","## Documentation","36"
125,9,"https://github.com/anirut/TuentiTV","# Tuenti for Android TV [![Android Arsenal](https://img.shields.io/badge/Android%20Arsenal-TuentiTV-brightgreen.svg?style=flat)](https://android-arsenal.com/details/3/1465)","1"
126,9,"https://github.com/anirut/TuentiTV","## Implementation description","6"
127,9,"https://github.com/anirut/TuentiTV","## Video Demo","3"
128,9,"https://github.com/anirut/TuentiTV","## Screenshots","3"
129,9,"https://github.com/anirut/TuentiTV","## Libraries used on the sample project","6"
130,9,"https://github.com/anirut/TuentiTV","## Developed By","5"
131,9,"https://github.com/anirut/TuentiTV","## License","5"
132,10,"https://github.com/sineed/rails","# Welcome to Rails","1"
133,10,"https://github.com/sineed/rails","## Getting Started","36"
134,10,"https://github.com/sineed/rails","## Contributing","7"
135,10,"https://github.com/sineed/rails","## Code Status","4"
136,10,"https://github.com/sineed/rails","## License","5"
149,12,"https://github.com/samuelbohler/apache2-chef-cookbook","# apache2 Cookbook","12"
150,12,"https://github.com/samuelbohler/apache2-chef-cookbook","# Requirements","3"
151,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## Ohai and Chef:","3"
152,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## Cookbooks:","36"
153,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## Platforms:","3"
154,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Notes for RHEL Family:","3"
155,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Notes for FreeBSD:","34"
156,12,"https://github.com/samuelbohler/apache2-chef-cookbook","# Tests","7"
157,12,"https://github.com/samuelbohler/apache2-chef-cookbook","# Attributes","3"
158,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## Platform specific","6"
159,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## General settings","36"
160,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## Prefork attributes","36"
161,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## Worker attributes","36"
162,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## Event attributes","36"
163,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## mod\_auth\_openid attributes","36"
164,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## mod\_ssl attributes","36"
165,12,"https://github.com/samuelbohler/apache2-chef-cookbook","# Recipes","36"
166,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## default","3"
167,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## logrotate","3"
168,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## mod\_auth\_cas","36"
169,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## mod\_auth\_openid","36"
170,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Changes from COOK-915:","3"
171,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## mod\_fastcgi","3"
172,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## mod\_fcgid","3"
173,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## mod\_php5","3"
174,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## mod\_ssl","3"
175,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## god\_monitor","36"
176,12,"https://github.com/samuelbohler/apache2-chef-cookbook","# Definitions","6"
177,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## apache\_config","3"
178,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Parameters:","3"
179,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Examples:","6"
180,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## apache\_conf","3"
181,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Parameters:","3"
182,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Examples:","3"
183,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## apache\_mod","3"
184,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Parameters:","3"
185,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Examples:","3"
186,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## apache\_module","3"
187,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Parameters:","3"
188,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Examples:","6"
189,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## apache\_site","36"
190,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Parameters:","3"
191,12,"https://github.com/samuelbohler/apache2-chef-cookbook","## web\_app","3"
192,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Parameters:","3"
193,12,"https://github.com/samuelbohler/apache2-chef-cookbook","### Examples:","36"
194,12,"https://github.com/samuelbohler/apache2-chef-cookbook","# Usage","3"
195,12,"https://github.com/samuelbohler/apache2-chef-cookbook","# License and Authors","5"
196,13,"https://github.com/venturion/vue-resource","# vue-resource [![Version](https://img.shields.io/npm/v/vue-resource.svg)](https://www.npmjs.com/package/vue-resource) [![License](https://img.shields.io/npm/l/vue-resource.svg)](https://www.npmjs.com/package/vue-resource) [![Downloads](https://img.shields.io/npm/dt/vue-resource.svg)](https://www.npmjs.com/package/vue-resource)","1"
197,13,"https://github.com/venturion/vue-resource","## Features","1"
198,13,"https://github.com/venturion/vue-resource","## Installation","3"
199,13,"https://github.com/venturion/vue-resource","### CDN","3"
200,13,"https://github.com/venturion/vue-resource","## Example","3"
201,13,"https://github.com/venturion/vue-resource","## Documentation","6"
202,13,"https://github.com/venturion/vue-resource","## Changelog","4"
203,13,"https://github.com/venturion/vue-resource","## Contribution","7"
204,13,"https://github.com/venturion/vue-resource","## License","5"
205,14,"https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock","# ActionBarSherlock","126"
206,14,"https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock","# Developed By","5"
207,14,"https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock","# License","5"
208,15,"https://github.com/praveenjk/node","# Node.js","1257"
209,15,"https://github.com/praveenjk/node","## Resources for Newcomers","6"
210,15,"https://github.com/praveenjk/node","### Official Resources","6"
211,15,"https://github.com/praveenjk/node","### Unofficial Resources","6"
212,15,"https://github.com/praveenjk/node","## Release Types","4"
213,15,"https://github.com/praveenjk/node","## Download","3"
214,15,"https://github.com/praveenjk/node","### Verifying Binaries","3"
215,15,"https://github.com/praveenjk/node","## Building Node.js","3"
216,15,"https://github.com/praveenjk/node","## Security","6"
217,15,"https://github.com/praveenjk/node","## Current Project Team Members","5"
218,15,"https://github.com/praveenjk/node","### CTC (Core Technical Committee)","5"
219,15,"https://github.com/praveenjk/node","### Collaborators","5"
220,15,"https://github.com/praveenjk/node","### Release Team","5"
233,17,"https://github.com/hyndex/animate.css","#Animate.css [![GitHub release](https://img.shields.io/github/release/daneden/animate.css.svg)](https://github.com/daneden/animate.css/releases) [![Build Status](https://travis-ci.org/WarenGonzaga/animate.css.svg?branch=master)](https://travis-ci.org/WarenGonzaga/animate.css) [![devDependencies Status](https://david-dm.org/WarenGonzaga/animate.css/dev-status.svg)](https://david-dm.org/WarenGonzaga/animate.css?type=dev) [![chat](https://img.shields.io/badge/chat-gitter-green.svg)](https://gitter.im/animate-css/Lobby)","1"
234,17,"https://github.com/hyndex/animate.css","## Installation","3"
235,17,"https://github.com/hyndex/animate.css","##Basic Usage","3"
236,17,"https://github.com/hyndex/animate.css","##Usage","3"
237,17,"https://github.com/hyndex/animate.css","#yourElement {","8"
238,17,"https://github.com/hyndex/animate.css","## Custom Builds","3"
239,17,"https://github.com/hyndex/animate.css","## License","5"
240,17,"https://github.com/hyndex/animate.css","## Contributing","7"
241,18,"https://github.com/kraziegent/go-bootstrap","## go-bootstrap","1"
242,18,"https://github.com/kraziegent/go-bootstrap","## Prerequisites","3"
243,18,"https://github.com/kraziegent/go-bootstrap","## Installation","3"
244,18,"https://github.com/kraziegent/go-bootstrap","## PostgreSQL Environment Variables","3"
245,18,"https://github.com/kraziegent/go-bootstrap","## Decisions Made for You","1"
246,19,"https://github.com/owap/map-journal-storytelling-template-js","# Story Map Journal","1"
247,19,"https://github.com/owap/map-journal-storytelling-template-js","## Help content","6"
248,19,"https://github.com/owap/map-journal-storytelling-template-js","## Introduction","1"
249,19,"https://github.com/owap/map-journal-storytelling-template-js","## Instructions","3"
250,19,"https://github.com/owap/map-journal-storytelling-template-js","## Feedback / support","6"
251,19,"https://github.com/owap/map-journal-storytelling-template-js","## FAQ","6"
252,19,"https://github.com/owap/map-journal-storytelling-template-js","### What should I check before publishing a Journal?","3"
253,19,"https://github.com/owap/map-journal-storytelling-template-js","### What are the supported browsers?","6"
254,19,"https://github.com/owap/map-journal-storytelling-template-js","### Tips for your content","6"
255,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Link between sections","6"
256,19,"https://github.com/owap/map-journal-storytelling-template-js","### Security","6"
257,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Can I keep my Journal private?","6"
258,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Who can edit my Journal?","6"
259,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Can I use private web map or layer?","6"
260,19,"https://github.com/owap/map-journal-storytelling-template-js","### Deployment","6"
261,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Can I use the template without ArcGIS Online or Portal for ArcGIS?","6"
262,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Where is the data stored?","6"
263,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Can I deploy Map Journal on Portal for ArcGIS?","6"
264,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Can the template be used offline?","6"
265,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Can I use the builder with the downloadable?","6"
266,19,"https://github.com/owap/map-journal-storytelling-template-js","#### How to deploy the application on a web server?","6"
267,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Can I use a single deployment of Map Journal for multiple stories?","6"
268,19,"https://github.com/owap/map-journal-storytelling-template-js","## Configuration","3"
269,19,"https://github.com/owap/map-journal-storytelling-template-js","## Customize the look and feel","3"
270,19,"https://github.com/owap/map-journal-storytelling-template-js","### Custom color theme","3"
271,19,"https://github.com/owap/map-journal-storytelling-template-js","### Other customization","3"
272,19,"https://github.com/owap/map-journal-storytelling-template-js","#### Use an image as the background of the Side or Floating panel header","3"
273,19,"https://github.com/owap/map-journal-storytelling-template-js","## Developer guide","6"
274,19,"https://github.com/owap/map-journal-storytelling-template-js","### Application life cycle","3"
275,19,"https://github.com/owap/map-journal-storytelling-template-js","### Developer helpers","3"
276,19,"https://github.com/owap/map-journal-storytelling-template-js","### Environment setup","3"
277,19,"https://github.com/owap/map-journal-storytelling-template-js","### How to use the application from the source code","3"
278,19,"https://github.com/owap/map-journal-storytelling-template-js","### How to build application from the source code","3"
279,19,"https://github.com/owap/map-journal-storytelling-template-js","### Issues building the application","3"
280,19,"https://github.com/owap/map-journal-storytelling-template-js","### Design","3"
281,19,"https://github.com/owap/map-journal-storytelling-template-js","## Issues","7"
282,19,"https://github.com/owap/map-journal-storytelling-template-js","## Contributing","7"
283,19,"https://github.com/owap/map-journal-storytelling-template-js","## Licensing","5"
284,20,"https://github.com/Paseam/tensorlayer","# Why TensorLayer","12"
285,20,"https://github.com/Paseam/tensorlayer","# Installation","3"
286,20,"https://github.com/Paseam/tensorlayer","# Documentation","3"
287,20,"https://github.com/Paseam/tensorlayer","# Your First Program","3"
288,20,"https://github.com/Paseam/tensorlayer","# Prepare data","3"
289,20,"https://github.com/Paseam/tensorlayer","# Define placeholder","3"
290,20,"https://github.com/Paseam/tensorlayer","# Define the neural network structure","3"
291,20,"https://github.com/Paseam/tensorlayer","# Contribution Guideline","7"
292,20,"https://github.com/Paseam/tensorlayer","# License","5"
293,21,"https://github.com/tinco/ruru","# Ruru (Rust + Ruby)","1"
294,21,"https://github.com/tinco/ruru","## Native Ruby extensions in Rust","12"
295,21,"https://github.com/tinco/ruru","## Contents","8"
296,21,"https://github.com/tinco/ruru","## Examples","3"
297,21,"https://github.com/tinco/ruru","### The famous `String#blank?` method","3"
298,21,"https://github.com/tinco/ruru","### Simple Sidekiq-compatible server","6"
299,21,"https://github.com/tinco/ruru","### Safe conversions","3"
300,21,"https://github.com/tinco/ruru","### Wrapping Rust data to Ruby objects","3"
301,21,"https://github.com/tinco/ruru","### True parallelism","3"
302,21,"https://github.com/tinco/ruru","### Defining a new class","3"
303,21,"https://github.com/tinco/ruru","### Replacing only several methods instead of the whole class","3"
304,21,"https://github.com/tinco/ruru","### Class definition DSL","3"
305,21,"https://github.com/tinco/ruru","### Calling Ruby code from Rust","36"
306,21,"https://github.com/tinco/ruru","## ... and why is **FFI** not enough?","2"
307,21,"https://github.com/tinco/ruru","## How do I use it?","3"
308,21,"https://github.com/tinco/ruru","## Contributors are welcome!","7"
309,21,"https://github.com/tinco/ruru","## License","5"
310,22,"https://github.com/abparker/developer-exercise","## Jaguar Design Studio","1"
311,22,"https://github.com/abparker/developer-exercise","## Web Application Developer Exercise","1"
312,22,"https://github.com/abparker/developer-exercise","### Introduction","1"
313,22,"https://github.com/abparker/developer-exercise","### Exercise: Ruby","3"
314,23,"https://github.com/voxik/fog","## Dependency Notice","3"
315,23,"https://github.com/voxik/fog","## Getting Started","3"
316,23,"https://github.com/voxik/fog","## Ruby version","34"
317,23,"https://github.com/voxik/fog","## Collections","3"
318,23,"https://github.com/voxik/fog","## Models","3"
319,23,"https://github.com/voxik/fog","## Mocks","3"
320,23,"https://github.com/voxik/fog","## Requests","3"
321,23,"https://github.com/voxik/fog","## Go forth and conquer","36"
322,23,"https://github.com/voxik/fog","## Versioning","4"
323,23,"https://github.com/voxik/fog","## Getting Help","6"
324,23,"https://github.com/voxik/fog","## Contributing","7"
325,23,"https://github.com/voxik/fog","## License","5"
326,24,"https://github.com/brendanwb/factory_girl_rails","# factory_girl_rails [![Build Status][ci-image]][ci] [![Code Climate][grade-image]][grade]","1"
327,24,"https://github.com/brendanwb/factory_girl_rails","## Rails","1"
328,24,"https://github.com/brendanwb/factory_girl_rails","## Download","3"
329,24,"https://github.com/brendanwb/factory_girl_rails","## Configuration","3"
330,24,"https://github.com/brendanwb/factory_girl_rails","## Contributing","7"
331,24,"https://github.com/brendanwb/factory_girl_rails","## Credits","5"
332,24,"https://github.com/brendanwb/factory_girl_rails","## License","5"
333,25,"https://github.com/sebald/grunt-dss","# Grunt-DSS [![Build Status](https://secure.travis-ci.org/darcyclarke/grunt-dss.png?branch=master)](http://travis-ci.org/darcyclarke/grunt-dss)","1"
334,25,"https://github.com/sebald/grunt-dss","## Getting Started","3"
335,25,"https://github.com/sebald/grunt-dss","## Settings","3"
336,25,"https://github.com/sebald/grunt-dss","#### files","36"
337,25,"https://github.com/sebald/grunt-dss","#### options.template","3"
338,25,"https://github.com/sebald/grunt-dss","#### options.template_index","3"
339,25,"https://github.com/sebald/grunt-dss","#### options.output_index","3"
340,25,"https://github.com/sebald/grunt-dss","#### options.parsers","36"
341,25,"https://github.com/sebald/grunt-dss","#### options.include_empty_files","3"
342,25,"https://github.com/sebald/grunt-dss","#### options-handlebar_helpers","36"
343,25,"https://github.com/sebald/grunt-dss","### Example initConfig","3"
344,25,"https://github.com/sebald/grunt-dss","## DSS Sublime Text Plugin","6"
345,26,"https://github.com/aborunski/android-fragment-swapper","# FragmentSwapper","1"
346,26,"https://github.com/aborunski/android-fragment-swapper","### Project integration","3"
347,26,"https://github.com/aborunski/android-fragment-swapper","### License","5"
348,27,"https://github.com/anyexxx/iCreator","# iCreator","1"
349,27,"https://github.com/anyexxx/iCreator","### Getting started","3"
350,27,"https://github.com/anyexxx/iCreator","### Examples","3"
351,27,"https://github.com/anyexxx/iCreator","### About the size of logo image","3"
352,28,"https://github.com/cwohlman/delta","# Delta [![Build Status](https://travis-ci.org/quilljs/delta.svg?branch=master)](http://travis-ci.org/quilljs/delta) [![Coverage Status](https://img.shields.io/coveralls/quilljs/delta.svg)](https://coveralls.io/r/quilljs/delta)","1"
353,28,"https://github.com/cwohlman/delta","## Quick Example","36"
354,28,"https://github.com/cwohlman/delta","## Contents","6"
355,28,"https://github.com/cwohlman/delta","#### Operations","8"
356,28,"https://github.com/cwohlman/delta","#### Construction","8"
357,28,"https://github.com/cwohlman/delta","#### Documents","8"
358,28,"https://github.com/cwohlman/delta","#### Utility","8"
359,28,"https://github.com/cwohlman/delta","#### Operational Transform","8"
360,28,"https://github.com/cwohlman/delta","## Operations","3"
361,28,"https://github.com/cwohlman/delta","### Insert Operation","3"
362,28,"https://github.com/cwohlman/delta","### Delete Operation","3"
363,28,"https://github.com/cwohlman/delta","### Retain Operation","3"
364,28,"https://github.com/cwohlman/delta","## Construction","3"
365,28,"https://github.com/cwohlman/delta","### constructor","3"
366,28,"https://github.com/cwohlman/delta","#### Methods","3"
367,28,"https://github.com/cwohlman/delta","#### Parameters","3"
368,28,"https://github.com/cwohlman/delta","#### Example","3"
369,28,"https://github.com/cwohlman/delta","### insert()","3"
370,28,"https://github.com/cwohlman/delta","#### Methods","3"
371,28,"https://github.com/cwohlman/delta","#### Parameters","3"
372,28,"https://github.com/cwohlman/delta","#### Example","3"
373,28,"https://github.com/cwohlman/delta","### delete()","3"
374,28,"https://github.com/cwohlman/delta","#### Methods","3"
375,28,"https://github.com/cwohlman/delta","#### Parameters","3"
376,28,"https://github.com/cwohlman/delta","#### Example","3"
377,28,"https://github.com/cwohlman/delta","### retain()","3"
378,28,"https://github.com/cwohlman/delta","#### Methods","3"
379,28,"https://github.com/cwohlman/delta","#### Parameters","3"
380,28,"https://github.com/cwohlman/delta","#### Example","3"
381,28,"https://github.com/cwohlman/delta","## Documents","3"
382,28,"https://github.com/cwohlman/delta","### concat()","3"
383,28,"https://github.com/cwohlman/delta","#### Methods","3"
384,28,"https://github.com/cwohlman/delta","#### Parameters","3"
385,28,"https://github.com/cwohlman/delta","#### Returns","3"
386,28,"https://github.com/cwohlman/delta","#### Example","3"
387,28,"https://github.com/cwohlman/delta","### diff()","3"
388,28,"https://github.com/cwohlman/delta","#### Methods","3"
389,28,"https://github.com/cwohlman/delta","#### Parameters","3"
390,28,"https://github.com/cwohlman/delta","#### Returns","3"
391,28,"https://github.com/cwohlman/delta","#### Example","3"
392,28,"https://github.com/cwohlman/delta","### eachLine()","3"
393,28,"https://github.com/cwohlman/delta","#### Methods","3"
394,28,"https://github.com/cwohlman/delta","#### Parameters","3"
395,28,"https://github.com/cwohlman/delta","#### Example","3"
396,28,"https://github.com/cwohlman/delta","## Utility","3"
397,28,"https://github.com/cwohlman/delta","### filter()","3"
398,28,"https://github.com/cwohlman/delta","#### Methods","3"
399,28,"https://github.com/cwohlman/delta","#### Parameters","3"
400,28,"https://github.com/cwohlman/delta","#### Returns","3"
401,28,"https://github.com/cwohlman/delta","#### Example","3"
402,28,"https://github.com/cwohlman/delta","### forEach()","3"
403,28,"https://github.com/cwohlman/delta","#### Methods","3"
404,28,"https://github.com/cwohlman/delta","#### Parameters","3"
