section-id,file-id,url,heading,Codes with >= 2 votes
164,14,https://github.com/sineed/rails,## Getting Started,36
165,14,https://github.com/sineed/rails,## Contributing,7
166,14,https://github.com/sineed/rails,## Code Status,4
167,14,https://github.com/sineed/rails,## License,5
181,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Requirements,3
183,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Cookbooks:,36
184,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Platforms:,3
185,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Notes for RHEL Family:,3
188,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Attributes,3
189,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Platform specific,6
190,16,https://github.com/samuelbohler/apache2-chef-cookbook,## General settings,36
191,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Prefork attributes,36
192,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Worker attributes,36
196,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Recipes,36
197,16,https://github.com/samuelbohler/apache2-chef-cookbook,## default,3
200,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_auth\_openid,36
203,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_fcgid,3
204,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_php5,3
205,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_ssl,3
206,16,https://github.com/samuelbohler/apache2-chef-cookbook,## god\_monitor,36
207,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Definitions,6
209,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
210,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Examples:,6
211,16,https://github.com/samuelbohler/apache2-chef-cookbook,## apache\_conf,3
212,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
213,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Examples:,3
215,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
216,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Examples:,3
217,16,https://github.com/samuelbohler/apache2-chef-cookbook,## apache\_module,3
218,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
219,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Examples:,6
220,16,https://github.com/samuelbohler/apache2-chef-cookbook,## apache\_site,36
221,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
222,16,https://github.com/samuelbohler/apache2-chef-cookbook,## web\_app,3
223,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
224,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Examples:,36
225,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Usage,3
226,16,https://github.com/samuelbohler/apache2-chef-cookbook,# License and Authors,5
,17,https://github.com/venturion/vue-resource,,-
278,19,https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock,# ActionBarSherlock,126
279,19,https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock,# Developed By,5
280,19,https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock,# License,5
,21,https://github.com/Kotlin-lang-CN/Kotlin-CN,,-
318,24,https://github.com/kraziegent/go-bootstrap,## go-bootstrap,1
320,24,https://github.com/kraziegent/go-bootstrap,## Installation,3
,25,https://github.com/owap/map-journal-storytelling-template-js,,-
362,26,https://github.com/Paseam/tensorlayer,# Installation,3
,27,https://github.com/tinco/ruru,,-
410,28,https://github.com/abparker/developer-exercise,## Jaguar Design Studio,1
411,28,https://github.com/abparker/developer-exercise,## Web Application Developer Exercise,1
412,28,https://github.com/abparker/developer-exercise,### Introduction,1
413,28,https://github.com/abparker/developer-exercise,### Exercise: Ruby,3
415,29,https://github.com/voxik/fog,## Getting Started,3
417,29,https://github.com/voxik/fog,## Collections,3
420,29,https://github.com/voxik/fog,## Models,3
421,29,https://github.com/voxik/fog,## Mocks,3
422,29,https://github.com/voxik/fog,## Requests,3
423,29,https://github.com/voxik/fog,## Go forth and conquer,36
430,29,https://github.com/voxik/fog,## Contributing,7
,30,https://github.com/jiang12306/SDAutoLayout,,-
,31,https://github.com/KelvynCarbone/PHP-Classes-e-Utilidades,,-
451,32,https://github.com/brendanwb/factory_girl_rails,## Rails,1
452,32,https://github.com/brendanwb/factory_girl_rails,## Download,3
453,32,https://github.com/brendanwb/factory_girl_rails,## Configuration,3
455,32,https://github.com/brendanwb/factory_girl_rails,## Credits,5
456,32,https://github.com/brendanwb/factory_girl_rails,## License,5
,33,https://github.com/sebald/grunt-dss,,-
469,34,https://github.com/aborunski/android-fragment-swapper,# FragmentSwapper,1
470,34,https://github.com/aborunski/android-fragment-swapper,### Project integration,3
471,34,https://github.com/aborunski/android-fragment-swapper,### License,5
,35,https://github.com/anyexxx/iCreator,,-
,36,https://github.com/cwohlman/delta,,-
604,38,https://github.com/adamswann/WPD-.NET-Wrapper,# WPD-.NET-Wrapper,1
608,39,https://github.com/edsonmgoz/restaurante,# CakePHP,12
609,39,https://github.com/edsonmgoz/restaurante,## Some Handy Links,6
610,39,https://github.com/edsonmgoz/restaurante,## Get Support!,56
611,39,https://github.com/edsonmgoz/restaurante,## Contributing,7
613,40,https://github.com/scollison/huginn,## What is Huginn?,1
617,40,https://github.com/scollison/huginn,## Getting Started,3
621,40,https://github.com/scollison/huginn,## Deployment,3
624,40,https://github.com/scollison/huginn,### Optional Setup,3
626,40,https://github.com/scollison/huginn,#### Enable the WeatherAgent,3
627,40,https://github.com/scollison/huginn,#### Disable SSL,3
628,40,https://github.com/scollison/huginn,## License,5
,41,https://github.com/g3collector/spring-best-practices,,-
,42,https://github.com/dondre/angular-cli,,-
,43,https://github.com/mesutozturk/EmlakProjesi,,-
,44,https://github.com/BrunoBozza/CNTK,,-
692,45,https://github.com/pombredanne/cassle,# Introduction,12
693,45,https://github.com/pombredanne/cassle,# Techniques,1
694,45,https://github.com/pombredanne/cassle,# Installation,3
695,45,https://github.com/pombredanne/cassle,#### Prerequisites,3
696,45,https://github.com/pombredanne/cassle,##,-
697,45,https://github.com/pombredanne/cassle,##,-
700,45,https://github.com/pombredanne/cassle,# State,4
702,46,https://github.com/blairanderson/amazon-autocomplete,#Amazon Autocomplete JS Plugin,13
713,47,https://github.com/villanella/hikari-for-Jekyll,# hikari,12
715,47,https://github.com/villanella/hikari-for-Jekyll,### Development,3
717,47,https://github.com/villanella/hikari-for-Jekyll,### Author,5
719,47,https://github.com/villanella/hikari-for-Jekyll,### License,5
,48,https://github.com/RLC22/butter-desktop,,-
,49,https://github.com/kevinboudot/silex-cache-service-provider,,-
,50,https://github.com/IvyGongoogle/SeetaFaceLib,,-
,51,https://github.com/mcansh/simple-partials-reading-v-000,,-
746,52,https://github.com/kentmacdonald2/slack-history-export,# slack-history-export,1
,53,https://github.com/Scott-O-Brian/docker-node,,-
,54,https://github.com/nilaydc/Exploratory-Data-Analysis,,-
,55,https://github.com/ywisax/gdufer,,-
785,56,https://github.com/brismuth/fms-endpoint,# FixMyStreet-endpoint,1
,57,https://github.com/squareteam/yodatra,,-
,58,https://github.com/elsdrium/neural_artistic_style,,-
802,59,https://github.com/Unicamp-OpenPower/alice,# Alice,1
803,59,https://github.com/Unicamp-OpenPower/alice,## Getting Started,3
804,59,https://github.com/Unicamp-OpenPower/alice,### Prerequisities,3
805,59,https://github.com/Unicamp-OpenPower/alice,### Create database,3
806,59,https://github.com/Unicamp-OpenPower/alice,## Install,3
807,59,https://github.com/Unicamp-OpenPower/alice,### Configuration,3
808,59,https://github.com/Unicamp-OpenPower/alice,## Usage,3
809,59,https://github.com/Unicamp-OpenPower/alice,### Add new user,3
810,59,https://github.com/Unicamp-OpenPower/alice,#### Example:,3
811,59,https://github.com/Unicamp-OpenPower/alice,### List,3
812,59,https://github.com/Unicamp-OpenPower/alice,#### Example:,3
813,59,https://github.com/Unicamp-OpenPower/alice,### Modify,3
814,59,https://github.com/Unicamp-OpenPower/alice,#### Examples:,3
815,59,https://github.com/Unicamp-OpenPower/alice,### Show,3
816,59,https://github.com/Unicamp-OpenPower/alice,#### Examples:,3
817,59,https://github.com/Unicamp-OpenPower/alice,### Migrate,3
818,59,https://github.com/Unicamp-OpenPower/alice,## TODO:,4
819,59,https://github.com/Unicamp-OpenPower/alice,## License,5
,60,https://github.com/lulupop/sweep,,-
832,62,https://github.com/blair34854/AndroidN-ify,# AndroidN-ify,1
841,63,https://github.com/BluesBaka/apples-and-holidays-v-000,### Instructions,3
844,64,https://github.com/umbobabo/component-typography,# component-typography,1
,65,https://github.com/Croydon/restart-my-fox,,-
,66,https://github.com/HPxpat/rdpy,,-
900,68,https://github.com/xwipeoutx/EnumGenie,# EnumGenie,1
903,68,https://github.com/xwipeoutx/EnumGenie,## Usage,36
,69,https://github.com/kuyun-zhangyang/caffe,,-
,70,https://github.com/ufirstgroup/jquery-handsontable,,-
917,71,https://github.com/grandamp/locust-swarm,# Swarm for Locust.io,1
918,71,https://github.com/grandamp/locust-swarm,## AWS,3
919,71,https://github.com/grandamp/locust-swarm,## Testing agent,3
920,71,https://github.com/grandamp/locust-swarm,## Target host,3
921,71,https://github.com/grandamp/locust-swarm,## Master,3
922,72,https://github.com/wieweb/CountingView,# CountingView,1
964,73,https://github.com/yujmh/symphony,##,-
975,75,https://github.com/mhm956/gala,## GALA,1
976,75,https://github.com/mhm956/gala,#### Google Automated Language Assistant,1
979,76,https://github.com/agomezf/ProgrammingAssignment2,### Introduction,12
980,76,https://github.com/agomezf/ProgrammingAssignment2,### Example: Caching the Mean of a Vector,3
981,76,https://github.com/agomezf/ProgrammingAssignment2,### Assignment: Caching the Inverse of a Matrix,3
982,76,https://github.com/agomezf/ProgrammingAssignment2,### Grading,8
983,77,https://github.com/k0mrade/buntdb-optimization,# buntdb-optimization,1
,78,https://github.com/UniversityProjects/FEM1,,-
1002,80,https://github.com/rramona2/JavaScript-Templates,# JavaScript Templates,1
1003,80,https://github.com/rramona2/JavaScript-Templates,## Demo,3
1005,80,https://github.com/rramona2/JavaScript-Templates,## Usage,3
1006,80,https://github.com/rramona2/JavaScript-Templates,### Client-side,3
1007,80,https://github.com/rramona2/JavaScript-Templates,### Server-side,3
1008,80,https://github.com/rramona2/JavaScript-Templates,## Requirements,3
1009,80,https://github.com/rramona2/JavaScript-Templates,## API,36
1010,80,https://github.com/rramona2/JavaScript-Templates,### tmpl() function,36
1011,80,https://github.com/rramona2/JavaScript-Templates,### Templates cache,36
1012,80,https://github.com/rramona2/JavaScript-Templates,### Output encoding,36
1013,80,https://github.com/rramona2/JavaScript-Templates,### Local helper variables,36
1014,80,https://github.com/rramona2/JavaScript-Templates,### Template function argument,36
1015,80,https://github.com/rramona2/JavaScript-Templates,### Template parsing,36
1016,80,https://github.com/rramona2/JavaScript-Templates,## Templates syntax,3
1017,80,https://github.com/rramona2/JavaScript-Templates,### Interpolation,3
1018,80,https://github.com/rramona2/JavaScript-Templates,### Evaluation,3
1021,80,https://github.com/rramona2/JavaScript-Templates,## License,5
1022,81,https://github.com/JWood02/javascript-logging-lab-bootcamp-prep-000,## JavaScript Logging Lab,1
1023,81,https://github.com/JWood02/javascript-logging-lab-bootcamp-prep-000,## Objectives,12
1024,81,https://github.com/JWood02/javascript-logging-lab-bootcamp-prep-000,## Introduction,1
1026,81,https://github.com/JWood02/javascript-logging-lab-bootcamp-prep-000,### Structure,3
1027,81,https://github.com/JWood02/javascript-logging-lab-bootcamp-prep-000,### Code-along,3
1028,81,https://github.com/JWood02/javascript-logging-lab-bootcamp-prep-000,## Running the Tests,3
1030,81,https://github.com/JWood02/javascript-logging-lab-bootcamp-prep-000,## Your turn,3
1032,81,https://github.com/JWood02/javascript-logging-lab-bootcamp-prep-000,## Resources,6
,82,https://github.com/trentmwillis/ember.js,,-
1034,83,https://github.com/Songmu/p5-DBIx-FixtureLoader,# NAME,1
1035,83,https://github.com/Songmu/p5-DBIx-FixtureLoader,# SYNOPSIS,3
1036,83,https://github.com/Songmu/p5-DBIx-FixtureLoader,# DESCRIPTION,1
1051,83,https://github.com/Songmu/p5-DBIx-FixtureLoader,# LICENSE,5
1052,83,https://github.com/Songmu/p5-DBIx-FixtureLoader,# AUTHOR,5
1053,84,https://github.com/CraigLiaoBJ/ADClusterMapView,# ADClusterMapView - MKMapView with clustering,1
1058,84,https://github.com/CraigLiaoBJ/ADClusterMapView,## Optional delegate methods,6
1059,84,https://github.com/CraigLiaoBJ/ADClusterMapView,### Setting the maximum number of clusters that you want to display at the same time,6
1060,84,https://github.com/CraigLiaoBJ/ADClusterMapView,### Custom MKAnnotationView instance for clusters,6
1061,84,https://github.com/CraigLiaoBJ/ADClusterMapView,### Custom title for clusters,6
1063,84,https://github.com/CraigLiaoBJ/ADClusterMapView,### Disminish outliers weight,6
1064,84,https://github.com/CraigLiaoBJ/ADClusterMapView,### Animation callback,6
1065,84,https://github.com/CraigLiaoBJ/ADClusterMapView,## Future Work,47
1076,85,https://github.com/Leelow/sinopia,## Configuration,3
1082,85,https://github.com/Leelow/sinopia,## Storage,3
1084,86,https://github.com/HirotoIgarashi/chatbot,# chatbot,-
,87,https://github.com/ganeshraju/bigtop,,-
1103,88,https://github.com/wenjingjie/XXPagingScrollView,# XXPagingScrollView,1
,89,https://github.com/jmilleralpine/ParallelGit,,-
,90,https://github.com/17352913480/1002,,-
,91,https://github.com/AzureByte/csharp_tutorials,,-
,92,https://github.com/mmcgahan/io-slider,,-
1135,93,https://github.com/darg0001/J2EEScan,# J2EEScan - J2EE Security Scanner Burp Suite Plugin,1
1136,93,https://github.com/darg0001/J2EEScan,## What is J2EEScan,12
1137,93,https://github.com/darg0001/J2EEScan,## How does it works?,3
1138,93,https://github.com/darg0001/J2EEScan,## Test cases:,3
1139,93,https://github.com/darg0001/J2EEScan,## How to install ?,3
1141,93,https://github.com/darg0001/J2EEScan,## Release Notes,4
1144,93,https://github.com/darg0001/J2EEScan,"### Version 1.2.3dev (26 Feb, 2015):",4
1145,93,https://github.com/darg0001/J2EEScan,"### Version 1.2.2dev (23 Feb, 2015):",4
1146,93,https://github.com/darg0001/J2EEScan,"### Version 1.2.1dev (16 Feb, 2015):",4
1147,93,https://github.com/darg0001/J2EEScan,"### Version 1.2 (25 Jan, 2015):",4
1148,93,https://github.com/darg0001/J2EEScan,"### Version 1.1.2 (18 Oct, 2014):",4
1149,94,https://github.com/gaborbernat/buildship,# Buildship: Eclipse Plug-ins for Gradle,1
1150,94,https://github.com/gaborbernat/buildship,## Requirements,3
1151,94,https://github.com/gaborbernat/buildship,## Documentation,6
1155,95,https://github.com/peppy6582/serviceLogs,## Before You Begin,6
1156,95,https://github.com/peppy6582/serviceLogs,## Prerequisites,3
1157,95,https://github.com/peppy6582/serviceLogs,## Downloading MEAN.JS,3
1158,95,https://github.com/peppy6582/serviceLogs,### Yo Generator,3
1159,95,https://github.com/peppy6582/serviceLogs,### Cloning The GitHub Repository,3
1160,95,https://github.com/peppy6582/serviceLogs,### Downloading The Repository Zip File,3
1161,95,https://github.com/peppy6582/serviceLogs,## Quick Install,3
1162,95,https://github.com/peppy6582/serviceLogs,## Running Your Application,3
1163,95,https://github.com/peppy6582/serviceLogs,## Development and deployment With Docker,3
1164,95,https://github.com/peppy6582/serviceLogs,## Running in a secure environment,3
1165,95,https://github.com/peppy6582/serviceLogs,## Getting Started With MEAN.JS,36
1166,95,https://github.com/peppy6582/serviceLogs,## Community,5
1167,95,https://github.com/peppy6582/serviceLogs,## Live Example,36
1168,95,https://github.com/peppy6582/serviceLogs,## Credits,5
1169,95,https://github.com/peppy6582/serviceLogs,## License,5
1170,96,https://github.com/petrjanda/ICDM2015,# ICDM2015,1
1177,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,# The Definitive Guide to Elasticsearch,16
1178,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,## Building the Definitive Guide,36
1179,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,# clone this repo,-
1180,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,# clone the docs build infrastructure,-
1181,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,# Build HTML and open a browser,-
1182,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,## Supported versions,4
1183,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,## Contributing,7
1184,97,https://github.com/harrywithcode/elasticsearch-definitive-guide,## License,5
1185,98,https://github.com/taf2/Recorderjs,# Recorder.js,1
1186,98,https://github.com/taf2/Recorderjs,## A plugin for recording/exporting the output of Web Audio API nodes,1
1187,98,https://github.com/taf2/Recorderjs,### Syntax,3
1200,100,https://github.com/antlinker/go-mqtt,# MQTT　golang 客户端,-
1201,100,https://github.com/antlinker/go-mqtt,## 支持,-
1202,100,https://github.com/antlinker/go-mqtt,## 获取,-
,101,https://github.com/alanwgeorge/Android-CleanArchitecture,,-
,102,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,,-
1235,103,https://github.com/MrItty/GeoIP2-perl,# NAME,1
1236,103,https://github.com/MrItty/GeoIP2-perl,# VERSION,4
1237,103,https://github.com/MrItty/GeoIP2-perl,# DESCRIPTION,16
1238,103,https://github.com/MrItty/GeoIP2-perl,# SPEEDING UP DATABASE READING,36
1240,103,https://github.com/MrItty/GeoIP2-perl,# INTEGRATION WITH GEONAMES,3
1241,103,https://github.com/MrItty/GeoIP2-perl,# REPORTING DATA PROBLEMS,56
1242,103,https://github.com/MrItty/GeoIP2-perl,# VERSIONING POLICY,4
1243,103,https://github.com/MrItty/GeoIP2-perl,# PERL VERSION SUPPORT,3
1244,103,https://github.com/MrItty/GeoIP2-perl,# SUPPORT,6
1245,103,https://github.com/MrItty/GeoIP2-perl,# AUTHORS,5
1247,103,https://github.com/MrItty/GeoIP2-perl,# COPYRIGHT AND LICENSE,5
,104,https://github.com/nmjesus/sharedb,,-
1266,105,https://github.com/Robbe92/liferay-connector,# Liferay Connector,1
1268,105,https://github.com/Robbe92/liferay-connector,## Usage,3
1269,105,https://github.com/Robbe92/liferay-connector,## Credits,5
1270,105,https://github.com/Robbe92/liferay-connector,## License,5
1272,106,https://github.com/a3986/px-data-table,## Overview,1
1275,106,https://github.com/a3986/px-data-table,### Getting Started,3
1278,106,https://github.com/a3986/px-data-table,### GE Coding Style Guide,6
1279,106,https://github.com/a3986/px-data-table,## Known Issues,6
,107,https://github.com/Capri2014/tiny-dnn,,-
1301,108,https://github.com/carriercomm/rampant,# Rampant,1
1302,108,https://github.com/carriercomm/rampant,## Caveats,3
1303,108,https://github.com/carriercomm/rampant,## Install,3
1304,108,https://github.com/carriercomm/rampant,## Usage,3
1305,108,https://github.com/carriercomm/rampant,## Disclaimer,3
1306,108,https://github.com/carriercomm/rampant,## License,5
1307,108,https://github.com/carriercomm/rampant,## Author,5
1308,109,https://github.com/medos1472/BMCustomTableView,## BMCustomTableView,1
1311,109,https://github.com/medos1472/BMCustomTableView,## Usage,3
1313,109,https://github.com/medos1472/BMCustomTableView,## Author,5
1314,109,https://github.com/medos1472/BMCustomTableView,## License,5
1315,110,https://github.com/ZahoreczTibor/handson-ml,# Machine Learning Notebooks,13
,111,https://github.com/yu5y/geonotebook,,-
1344,112,https://github.com/ammarx/ARP-spoofing,# ARP-spoofing,1
1345,112,https://github.com/ammarx/ARP-spoofing,# Requirements,3
1346,112,https://github.com/ammarx/ARP-spoofing,# Requirement details,3
1347,112,https://github.com/ammarx/ARP-spoofing,# Installation,3
1348,112,https://github.com/ammarx/ARP-spoofing,# Setting up IP Forwarding,3
1349,112,https://github.com/ammarx/ARP-spoofing,# Gathering MAC and IP addresses,3
1350,112,https://github.com/ammarx/ARP-spoofing,# Performing the attack,3
,113,https://github.com/RodrigoCm95/ionic-native,,-
,114,https://github.com/tkylin/shadowsocks-windows,,-
1381,116,https://github.com/lrmodesgh/iio-oscilloscope,# IIO Oscilloscope,156
1382,117,https://github.com/voDox17/Viberr,# What is Viberr?,1
1383,117,https://github.com/voDox17/Viberr,## How does it work?,3
1384,117,https://github.com/voDox17/Viberr,## Adding Songs,3
1385,117,https://github.com/voDox17/Viberr,## My Songs,3
1386,117,https://github.com/voDox17/Viberr,## Searching,3
1387,118,https://github.com/ChadLactaoen/Blackjack,# Blackjack,13
,119,https://github.com/imkernel/cockroach,,-
,121,https://github.com/oscarsale/oscarsale.github.io,,-
1442,122,https://github.com/emil10001/QuickGraphAndroid,#QuickGraph for Android,125
1443,123,https://github.com/choreographing-quokka/Q,# Q,1
1444,123,https://github.com/choreographing-quokka/Q,## Team,5
1445,123,https://github.com/choreographing-quokka/Q,## Table of Contents,6
1446,123,https://github.com/choreographing-quokka/Q,## Usage,3
1447,123,https://github.com/choreographing-quokka/Q,## Requirements,3
1448,123,https://github.com/choreographing-quokka/Q,## Development,3
1449,123,https://github.com/choreographing-quokka/Q,## Installing Dependencies,3
1450,123,https://github.com/choreographing-quokka/Q,## Roadmap,4
1451,123,https://github.com/choreographing-quokka/Q,## Contributing,7
,124,https://github.com/xuhuawei131/SimplifyReader,,-
,125,https://github.com/perimosocordiae/numpy,,-
1468,126,https://github.com/kwangkim/jekyll-bootstrap,# Jekyll-Bootstrap,1
1469,126,https://github.com/kwangkim/jekyll-bootstrap,## Usage,3
1470,126,https://github.com/kwangkim/jekyll-bootstrap,## Version,4
1471,126,https://github.com/kwangkim/jekyll-bootstrap,## Contributing,67
1472,126,https://github.com/kwangkim/jekyll-bootstrap,## License,5
1473,127,https://github.com/OuyangLab/Android-CircleMenu,# CircleMenu,-
,128,https://github.com/zawieja/java8collections,,-
1536,129,https://github.com/Jaiimmortal/LCS,# LCS,136
,130,https://github.com/Crysty-Yui/android-async-http,,-
1546,131,https://github.com/paige11/cartoon-collections-001-prework-web,## Instructions,3
1558,132,https://github.com/iL-Mattone/konstantin-fluentd,# Fluentd,1
1559,132,https://github.com/iL-Mattone/konstantin-fluentd,## Module Description,1
1560,132,https://github.com/iL-Mattone/konstantin-fluentd,## Usage,3
1564,132,https://github.com/iL-Mattone/konstantin-fluentd,## Reference,6
1565,132,https://github.com/iL-Mattone/konstantin-fluentd,### Classes,6
1566,132,https://github.com/iL-Mattone/konstantin-fluentd,#### Public Classes,6
1567,132,https://github.com/iL-Mattone/konstantin-fluentd,#### Private Classes,6
1568,132,https://github.com/iL-Mattone/konstantin-fluentd,### Parameters,6
1570,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `repo_name`,6
1573,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `repo_enabled`,6
1574,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `repo_gpgcheck`,6
1575,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `repo_gpgkey`,6
1577,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `package_name`,6
1578,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `package_ensure`,6
1579,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `service_name`,6
1580,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `service_ensure`,6
1581,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `service_enable`,6
1583,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `config_file`,6
1586,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `plugin_ensure`,6
1589,132,https://github.com/iL-Mattone/konstantin-fluentd,#### `config`,6
1590,132,https://github.com/iL-Mattone/konstantin-fluentd,## Limitations,3
1591,132,https://github.com/iL-Mattone/konstantin-fluentd,## Development,6
1593,132,https://github.com/iL-Mattone/konstantin-fluentd,### TODO:,4
,133,https://github.com/neumanta/frontend-nanodegree-feedreader,,-
1604,134,https://github.com/kunickiaj/docker-vault,# What is docker-vault?,1
1605,134,https://github.com/kunickiaj/docker-vault,# Run from Docker Hub,3
1609,134,https://github.com/kunickiaj/docker-vault,# Build from Source,3
,135,https://github.com/randhika/LOST,,-
,136,https://github.com/dhaval2025/RoaringBitmap,,-
,137,https://github.com/dluxemburg/node-google-spreadsheets,,-
1644,139,https://github.com/mroth/extwitter,### Usage,3
1647,139,https://github.com/mroth/extwitter,### Sample,3
1664,140,https://github.com/arodrime/homebrew,# Homebrew,16
,141,https://github.com/tylabs/quicksand_lite,,-
1681,142,https://github.com/EmanueleMinotto/installer,# The Puli Installer,134
1682,142,https://github.com/EmanueleMinotto/installer,## Authors,5
